Date,BTC,ETH,NEO,XRP,BCH,DASH,BCC,ETC,MIOTA,LTC,XMR,XEM,NMR,STRAT,WAVES
Jan 14 2016,432.29,1.12,0,0.005795,0,3.10,0,0,0,3.47,0.485144,0.000248,0,0,0
Jan 13 2016,434.67,1.14,0,0.005836,0,3.03,0,0,0,3.49,0.485822,0.000258,0,0,0
Jan 12 2016,448.18,1.07,0,0.005892,0,3.17,0,0,0,3.55,0.481367,0.000238,0,0,0
Jan 11 2016,448.70,0.999216,0,0.005963,0,3.28,0,0,0,3.53,0.491365,0.000257,0,0,0
Jan 10 2016,448.24,0.985557,0,0.005982,0,3.18,0,0,0,3.56,0.489759,0.000256,0,0,0
Jan 09 2016,453.38,0.985501,0,0.005937,0,3.30,0,0,0,3.57,0.485166,0.000272,0,0,0
Jan 08 2016,457.54,0.942752,0,0.006040,0,3.41,0,0,0,3.60,0.490154,0.000252,0,0,0
Jan 07 2016,430.01,0.955801,0,0.005998,0,3.37,0,0,0,3.45,0.503148,0.000188,0,0,0
Jan 06 2016,431.86,0.950028,0,0.006044,0,3.33,0,0,0,3.47,0.499220,0.000186,0,0,0
Jan 05 2016,433.07,0.953147,0,0.005954,0,3.32,0,0,0,3.49,0.517417,0.000203,0,0,0
Jan 04 2016,430.06,0.972045,0,0.006019,0,3.25,0,0,0,3.48,0.506154,0.000175,0,0,0
Jan 03 2016,433.58,0.938430,0,0.006066,0,3.29,0,0,0,3.50,0.532842,0.000165,0,0,0
Jan 02 2016,434.62,0.947401,0,0.005957,0,3.38,0,0,0,3.52,0.498302,0.000162,0,0,0
Jan 01 2016,430.72,0.933712,0,0.006040,0,3.33,0,0,0,3.48,0.470707,0.000151,0,0,0
Dec 31 2015,425.88,0.912098,0,0.006184,0,3.52,0,0,0,3.46,0.441443,0.000160,0,0,0
Dec 30 2015,433.30,0.874258,0,0.006266,0,3.09,0,0,0,3.51,0.456351,0.000161,0,0,0
Dec 29 2015,422.10,0.843835,0,0.006342,0,3.03,0,0,0,3.47,0.446724,0.000140,0,0,0
Dec 28 2015,423.34,0.856356,0,0.006348,0,2.64,0,0,0,3.48,0.452179,0.000150,0,0,0
Dec 27 2015,416.51,0.853166,0,0.006172,0,2.73,0,0,0,3.42,0.448906,0.000162,0,0,0
Dec 26 2015,455.76,0.870766,0,0.006491,0,2.83,0,0,0,3.64,0.488908,0.000185,0,0,0
Dec 25 2015,454.86,0.861993,0,0.005971,0,2.77,0,0,0,3.65,0.489532,0.000182,0,0,0
Dec 24 2015,443.09,0.859433,0,0.006023,0,2.53,0,0,0,3.59,0.480936,0.000203,0,0,0
Dec 23 2015,436.72,0.861782,0,0.006188,0,2.55,0,0,0,3.43,0.478893,0.000194,0,0,0
Dec 22 2015,437.44,0.894973,0,0.006271,0,2.47,0,0,0,3.46,0.488346,0.000192,0,0,0
Dec 21 2015,442.84,0.906065,0,0.006234,0,2.50,0,0,0,3.55,0.505214,0.000155,0,0,0
Dec 20 2015,462.23,0.908240,0,0.006292,0,2.61,0,0,0,3.74,0.472986,0.000162,0,0,0
Dec 19 2015,463.55,0.921524,0,0.006383,0,2.65,0,0,0,3.77,0.499377,0.000182,0,0,0
Dec 18 2015,455.85,0.938327,0,0.006686,0,2.61,0,0,0,3.75,0.500976,0.000243,0,0,0
Dec 17 2015,454.78,0.993043,0,0.006754,0,2.69,0,0,0,3.70,0.519080,0.000199,0,0,0
Dec 16 2015,465.21,1.02,0,0.006689,0,2.69,0,0,0,3.84,0.555805,0.000126,0,0,0
Dec 15 2015,443.88,0.990589,0,0.007600,0,2.69,0,0,0,3.62,0.536327,0.000138,0,0,0
Dec 14 2015,433.27,0.956620,0,0.008774,0,2.76,0,0,0,3.64,0.474014,0.000143,0,0,0
Dec 13 2015,431.66,0.971538,0,0.008532,0,2.59,0,0,0,3.60,0.455545,0.000155,0,0,0
Dec 12 2015,452.33,0.931196,0,0.008454,0,2.70,0,0,0,3.84,0.459582,0.000147,0,0,0
Dec 11 2015,415.28,0.839995,0,0.008445,0,2.44,0,0,0,3.67,0.430741,0.000146,0,0,0
Dec 10 2015,417.99,0.795590,0,0.008527,0,2.50,0,0,0,3.67,0.450669,0.000137,0,0,0
Dec 09 2015,414.44,0.824454,0,0.006796,0,2.41,0,0,0,3.68,0.431950,0.000134,0,0,0
Dec 08 2015,395.75,0.806024,0,0.005561,0,2.33,0,0,0,3.65,0.421141,0.000126,0,0,0
Dec 07 2015,389.98,0.836322,0,0.005312,0,2.33,0,0,0,3.45,0.428331,0.000103,0,0,0
Dec 06 2015,389.56,0.866417,0,0.005302,0,2.32,0,0,0,3.53,0.441376,0.000120,0,0,0
Dec 05 2015,363.72,0.841195,0,0.004756,0,2.35,0,0,0,3.37,0.371867,0.000118,0,0,0
Dec 04 2015,361.26,0.812082,0,0.004262,0,2.33,0,0,0,3.38,0.370545,0.000108,0,0,0
Dec 03 2015,359.33,0.818546,0,0.004176,0,2.19,0,0,0,3.35,0.368825,0.000103,0,0,0
Dec 02 2015,361.85,0.873171,0,0.004091,0,2.09,0,0,0,3.43,0.376133,0.000116,0,0,0
Dec 01 2015,377.41,0.878316,0,0.004202,0,2.17,0,0,0,3.63,0.393141,0.000106,0,0,0
Nov 30 2015,371.44,0.879951,0,0.004298,0,2.15,0,0,0,3.66,0.401331,0.000104,0,0,0
Nov 29 2015,357.47,0.914144,0,0.004243,0,2.08,0,0,0,3.53,0.392537,0.000107,0,0,0
Nov 28 2015,357.14,0.868102,0,0.004275,0,2.16,0,0,0,3.58,0.385953,0.000093,0,0,0
Nov 27 2015,351.86,0.882100,0,0.004276,0,2.18,0,0,0,3.60,0.401079,0.000111,0,0,0
Nov 26 2015,328.30,0.863273,0,0.004317,0,2.15,0,0,0,3.35,0.387136,0.000108,0,0,0
Nov 25 2015,320.05,0.893827,0,0.004242,0,2.08,0,0,0,3.11,0.391612,0.000100,0,0,0
Nov 24 2015,323.01,0.946442,0,0.004288,0,2.14,0,0,0,3.13,0.390972,0.000106,0,0,0
Nov 23 2015,324.35,0.967493,0,0.004269,0,2.08,0,0,0,3.14,0.396207,0.000100,0,0,0
Nov 22 2015,326.98,0.979765,0,0.004249,0,2.20,0,0,0,3.16,0.391161,0.000103,0,0,0
Nov 21 2015,322.09,0.928758,0,0.004227,0,2.23,0,0,0,3.12,0.390449,0.000113,0,0,0
Nov 20 2015,326.41,0.955735,0,0.004222,0,2.21,0,0,0,3.14,0.403695,0.000111,0,0,0
Nov 19 2015,334.68,0.988713,0,0.004259,0,2.36,0,0,0,3.19,0.415762,0.000109,0,0,0
Nov 18 2015,334.59,0.993214,0,0.004251,0,2.26,0,0,0,3.20,0.432350,0.000100,0,0,0
Nov 17 2015,330.36,0.924948,0,0.004234,0,2.32,0,0,0,3.19,0.436079,0.000129,0,0,0
Nov 16 2015,319.74,0.906166,0,0.004163,0,2.29,0,0,0,3.07,0.430657,0.000112,0,0,0
Nov 15 2015,333.05,0.891217,0,0.004327,0,2.38,0,0,0,3.20,0.425155,0.000127,0,0,0
Nov 14 2015,336.62,0.905469,0,0.004482,0,2.54,0,0,0,3.22,0.449764,0.000128,0,0,0
Nov 13 2015,338.50,0.907722,0,0.004536,0,2.52,0,0,0,3.27,0.442413,0.000131,0,0,0
Nov 12 2015,314.08,0.796455,0,0.004266,0,2.28,0,0,0,2.97,0.450587,0.000127,0,0,0
Nov 11 2015,339.82,0.941296,0,0.004408,0,2.42,0,0,0,3.12,0.457574,0.000132,0,0,0
Nov 10 2015,379.98,1.00,0,0.004606,0,2.53,0,0,0,3.40,0.471436,0.000149,0,0,0
Nov 09 2015,374.32,1.03,0,0.004650,0,2.54,0,0,0,3.43,0.499060,0.000142,0,0,0
Nov 08 2015,384.28,0.915661,0,0.004684,0,2.71,0,0,0,3.62,0.452099,0.000164,0,0,0
Nov 07 2015,374.27,0.923732,0,0.004566,0,2.73,0,0,0,3.55,0.439904,0.000142,0,0,0
Nov 06 2015,388.05,0.904772,0,0.004500,0,2.55,0,0,0,3.95,0.434111,0.000151,0,0,0
Nov 05 2015,408.08,0.900699,0,0.004955,0,2.61,0,0,0,4.20,0.502058,0.000150,0,0,0
Nov 04 2015,403.66,1.01,0,0.005402,0,2.70,0,0,0,4.58,0.446854,0.000173,0,0,0
Nov 03 2015,361.87,0.994568,0,0.005160,0,2.61,0,0,0,4.17,0.443038,0.000163,0,0,0
Nov 02 2015,325.94,1.06,0,0.004896,0,2.66,0,0,0,3.98,0.423200,0.000150,0,0,0
Nov 01 2015,315.00,0.920847,0,0.004685,0,2.31,0,0,0,3.82,0.402422,0.000136,0,0,0
Oct 31 2015,328.51,1.05,0,0.004840,0,2.54,0,0,0,4.08,0.452474,0.000158,0,0,0
Oct 30 2015,313.94,1.21,0,0.004635,0,2.41,0,0,0,3.77,0.447587,0.000138,0,0,0
Oct 29 2015,304.32,1.01,0,0.004670,0,2.11,0,0,0,3.10,0.447411,0.000120,0,0,0
Oct 28 2015,293.70,0.870938,0,0.004648,0,2.12,0,0,0,3.10,0.410770,0.000117,0,0,0
Oct 27 2015,285.18,0.708890,0,0.004674,0,2.24,0,0,0,3.11,0.390942,0.000114,0,0,0
Oct 26 2015,283.63,0.619743,0,0.004560,0,2.18,0,0,0,3.07,0.407862,0.000119,0,0,0
Oct 25 2015,281.44,0.563207,0,0.004662,0,2.26,0,0,0,3.11,0.395660,0.000123,0,0,0
Oct 24 2015,276.50,0.539681,0,0.004676,0,2.32,0,0,0,3.11,0.391922,0.000119,0,0,0
Oct 23 2015,273.65,0.566370,0,0.004726,0,2.41,0,0,0,3.12,0.403452,0.000118,0,0,0
Oct 22 2015,266.50,0.444988,0,0.004696,0,2.28,0,0,0,3.08,0.394789,0.000117,0,0,0
Oct 21 2015,269.31,0.431589,0,0.004739,0,2.40,0,0,0,3.09,0.400869,0.000117,0,0,0
Oct 20 2015,263.57,0.489629,0,0.005042,0,2.34,0,0,0,3.05,0.397011,0.000108,0,0,0
Oct 19 2015,261.86,0.517621,0,0.004976,0,2.37,0,0,0,3.03,0.409815,0.000124,0,0,0
Oct 18 2015,270.91,0.547913,0,0.005199,0,2.44,0,0,0,3.07,0.426104,0.000124,0,0,0
Oct 17 2015,262.75,0.534117,0,0.005400,0,2.34,0,0,0,3.11,0.412300,0.000117,0,0,0
Oct 16 2015,254.30,0.562593,0,0.005392,0,2.25,0,0,0,3.11,0.393517,0.000113,0,0,0
Oct 15 2015,252.11,0.523278,0,0.005424,0,2.31,0,0,0,3.15,0.383465,0.000115,0,0,0
Oct 14 2015,249.49,0.612240,0,0.005379,0,2.36,0,0,0,3.18,0.388551,0.000119,0,0,0
Oct 13 2015,245.20,0.627943,0,0.005262,0,2.34,0,0,0,3.14,0.396510,0.000117,0,0,0
Oct 12 2015,246.88,0.634515,0,0.005181,0,2.37,0,0,0,3.15,0.380350,0.000109,0,0,0
Oct 11 2015,244.74,0.627461,0,0.005038,0,2.43,0,0,0,3.11,0.387736,0.000112,0,0,0
Oct 10 2015,243.74,0.641187,0,0.004983,0,2.36,0,0,0,3.11,0.394552,0.000117,0,0,0
Oct 09 2015,242.50,0.655084,0,0.005032,0,2.37,0,0,0,3.07,0.389521,0.000118,0,0,0
Oct 08 2015,243.07,0.609501,0,0.005375,0,2.40,0,0,0,3.06,0.393370,0.000136,0,0,0
Oct 07 2015,246.17,0.650515,0,0.005328,0,2.39,0,0,0,3.15,0.410812,0.000123,0,0,0
Oct 06 2015,240.36,0.622218,0,0.005009,0,2.34,0,0,0,3.02,0.415127,0.000119,0,0,0
Oct 05 2015,238.15,0.666784,0,0.005237,0,2.17,0,0,0,3.02,0.400232,0.000122,0,0,0
Oct 04 2015,238.53,0.686343,0,0.005515,0,2.17,0,0,0,3.03,0.409750,0.000127,0,0,0
Oct 03 2015,237.20,0.678783,0,0.005855,0,2.22,0,0,0,3.00,0.409377,0.000149,0,0,0
Oct 02 2015,237.26,0.683732,0,0.005445,0,2.29,0,0,0,3.00,0.405273,0.000175,0,0,0
Oct 01 2015,236.00,0.734307,0,0.005518,0,2.34,0,0,0,3.01,0.401044,0.000151,0,0,0
Sep 30 2015,236.64,0.661192,0,0.005582,0,2.34,0,0,0,2.97,0.437495,0.000149,0,0,0
Sep 29 2015,239.02,0.579414,0,0.006291,0,2.38,0,0,0,3.10,0.449097,0.000139,0,0,0
Sep 28 2015,232.84,0.723715,0,0.006535,0,2.37,0,0,0,2.88,0.440906,0.000132,0,0,0
Sep 27 2015,234.14,0.791277,0,0.006500,0,2.33,0,0,0,2.89,0.445040,0.000131,0,0,0
Sep 26 2015,235.08,0.737630,0,0.006651,0,2.46,0,0,0,2.89,0.453607,0.000134,0,0,0
Sep 25 2015,234.36,0.820031,0,0.006707,0,2.44,0,0,0,2.93,0.470271,0.000116,0,0,0
Sep 24 2015,230.36,0.896796,0,0.006668,0,2.43,0,0,0,2.87,0.464555,0.000120,0,0,0
Sep 23 2015,230.94,0.903560,0,0.007168,0,2.46,0,0,0,2.86,0.467306,0.000130,0,0,0
Sep 22 2015,226.97,0.919337,0,0.007245,0,2.36,0,0,0,2.80,0.481006,0.000102,0,0,0
Sep 21 2015,231.22,0.941496,0,0.007633,0,2.39,0,0,0,2.85,0.488108,0.000100,0,0,0
Sep 20 2015,231.40,0.881191,0,0.007482,0,2.36,0,0,0,2.88,0.498473,0.000102,0,0,0
Sep 19 2015,232.86,0.849603,0,0.007527,0,2.46,0,0,0,2.95,0.498444,0.000100,0,0,0
Sep 18 2015,233.52,0.874574,0,0.007383,0,2.37,0,0,0,2.91,0.494870,0.000108,0,0,0
Sep 17 2015,229.08,0.906865,0,0.007427,0,2.39,0,0,0,2.81,0.510042,0.000106,0,0,0
Sep 16 2015,230.25,0.941977,0,0.007721,0,2.32,0,0,0,2.83,0.502213,0.000099,0,0,0
Sep 15 2015,230.49,0.875189,0,0.007398,0,2.31,0,0,0,2.84,0.483566,0.000090,0,0,0
Sep 14 2015,230.61,0.940566,0,0.008535,0,2.33,0,0,0,2.81,0.458575,0.000090,0,0,0
Sep 13 2015,235.24,1.04,0,0.008197,0,2.43,0,0,0,2.82,0.464892,0.000087,0,0,0
Sep 12 2015,239.85,0.987228,0,0.008447,0,2.38,0,0,0,2.96,0.495145,0.000094,0,0,0
Sep 11 2015,238.33,1.16,0,0.007661,0,2.38,0,0,0,2.95,0.497159,0.000091,0,0,0
Sep 10 2015,238.34,1.21,0,0.007685,0,2.44,0,0,0,2.92,0.506263,0.000090,0,0,0
Sep 09 2015,243.41,1.24,0,0.007830,0,2.32,0,0,0,3.05,0.517122,0.000099,0,0,0
Sep 08 2015,239.85,1.25,0,0.007917,0,2.37,0,0,0,3.05,0.498696,0.000096,0,0,0
Sep 07 2015,239.93,1.30,0,0.007889,0,2.49,0,0,0,3.04,0.505125,0.000096,0,0,0
Sep 06 2015,234.87,1.34,0,0.007861,0,2.51,0,0,0,2.92,0.481595,0.000086,0,0,0
Sep 05 2015,230.20,1.28,0,0.007352,0,2.44,0,0,0,2.70,0.470903,0.000097,0,0,0
Sep 04 2015,227.22,1.26,0,0.007430,0,2.48,0,0,0,2.64,0.459605,0.000089,0,0,0
Sep 03 2015,229.32,1.30,0,0.007692,0,2.51,0,0,0,2.80,0.468598,0.000088,0,0,0
Sep 02 2015,228.03,1.35,0,0.007821,0,2.54,0,0,0,2.82,0.457513,0.000100,0,0,0
Sep 01 2015,230.26,1.35,0,0.007884,0,2.58,0,0,0,2.85,0.467261,0.000094,0,0,0
Aug 31 2015,229.11,1.32,0,0.008061,0,2.56,0,0,0,2.85,0.465863,0.000104,0,0,0
Aug 30 2015,229.90,1.18,0,0.007751,0,2.60,0,0,0,2.87,0.476522,0.000096,0,0,0
Aug 29 2015,231.55,1.19,0,0.007427,0,2.60,0,0,0,2.92,0.476754,0.000093,0,0,0
Aug 28 2015,224.70,1.15,0,0.007555,0,2.56,0,0,0,2.84,0.465286,0.000098,0,0,0
Aug 27 2015,226.05,1.17,0,0.007474,0,2.61,0,0,0,2.95,0.495994,0.000090,0,0,0
Aug 26 2015,222.08,1.13,0,0.007133,0,2.53,0,0,0,2.95,0.490084,0.000086,0,0,0
Aug 25 2015,210.07,1.23,0,0.007399,0,2.37,0,0,0,2.98,0.433043,0.000093,0,0,0
Aug 24 2015,228.11,1.35,0,0.007553,0,2.63,0,0,0,3.39,0.542486,0.000098,0,0,0
Aug 23 2015,230.38,1.38,0,0.007722,0,2.68,0,0,0,3.51,0.552861,0.000101,0,0,0
Aug 22 2015,232.66,1.40,0,0.007878,0,2.76,0,0,0,3.56,0.567801,0.000101,0,0,0
Aug 21 2015,235.35,1.48,0,0.007871,0,2.78,0,0,0,3.60,0.598620,0.000106,0,0,0
Aug 20 2015,226.90,1.25,0,0.007760,0,2.64,0,0,0,3.47,0.541129,0.000100,0,0,0
Aug 19 2015,225.67,1.17,0,0.007526,0,2.60,0,0,0,3.48,0.488089,0.000099,0,0,0
Aug 18 2015,257.93,1.22,0,0.008301,0,2.91,0,0,0,3.98,0.610303,0.000119,0,0,0
Aug 17 2015,258.49,1.58,0,0.008314,0,2.95,0,0,0,3.96,0.619902,0.000123,0,0,0
Aug 16 2015,261.87,1.68,0,0.008419,0,2.98,0,0,0,3.93,0.613368,0.000120,0,0,0
Aug 15 2015,265.53,1.80,0,0.008330,0,3.02,0,0,0,4.02,0.611454,0.000121,0,0,0
Aug 14 2015,264.13,1.81,0,0.008148,0,3.06,0,0,0,3.88,0.575992,0.000123,0,0,0
Aug 13 2015,266.18,1.22,0,0.008266,0,3.05,0,0,0,3.97,0.615626,0.000128,0,0,0
Aug 12 2015,270.60,1.06,0,0.008591,0,3.16,0,0,0,4.14,0.603783,0.000135,0,0,0
Aug 11 2015,264.34,0.708087,0,0.008751,0,3.08,0,0,0,3.95,0.656747,0.000135,0,0,0
Aug 10 2015,265.48,0.713989,0,0.008812,0,3.10,0,0,0,3.90,0.686737,0.000130,0,0,0
Aug 09 2015,261.12,0.706136,0,0.008484,0,3.08,0,0,0,3.84,0.676069,0.000136,0,0,0
Aug 08 2015,279.74,2.79,0,0.008164,0,3.27,0,0,0,4.22,0.742898,0.000145,0,0,0
Aug 07 2015,278.74,2.83,0,0.008020,0,3.51,0,0,0,4.06,0.728998,0.000141,0,0,0
Aug 06 2015,281.91,0,0,0.008225,0,3.58,0,0,0,4.35,0.615411,0.000148,0,0,0
Aug 05 2015,284.85,0,0,0.008264,0,3.64,0,0,0,4.37,0.617450,0.000148,0,0,0
Aug 04 2015,281.23,0,0,0.008277,0,3.61,0,0,0,4.18,0.595026,0.000154,0,0,0
Aug 03 2015,282.81,0,0,0.008230,0,3.62,0,0,0,4.17,0.625880,0.000154,0,0,0
Aug 02 2015,280.45,0,0,0.008225,0,3.61,0,0,0,4.09,0.588595,0.000163,0,0,0
Aug 01 2015,284.69,0,0,0.008438,0,3.68,0,0,0,4.64,0.574428,0.000164,0,0,0
Jul 31 2015,287.70,0,0,0.008494,0,3.65,0,0,0,4.58,0.582950,0.000166,0,0,0
Jul 30 2015,289.10,0,0,0.008517,0,3.64,0,0,0,4.79,0.589920,0.000161,0,0,0
Jul 29 2015,294.48,0,0,0.008451,0,3.69,0,0,0,5.05,0.616130,0.000174,0,0,0
Jul 28 2015,293.63,0,0,0.008565,0,3.75,0,0,0,4.67,0.596008,0.000163,0,0,0
Jul 27 2015,292.64,0,0,0.008116,0,3.78,0,0,0,4.68,0.580721,0.000173,0,0,0
Jul 26 2015,288.64,0,0,0.007888,0,3.75,0,0,0,4.63,0.569399,0.000182,0,0,0
Jul 25 2015,288.16,0,0,0.007655,0,3.69,0,0,0,4.60,0.575943,0.000176,0,0,0
Jul 24 2015,276.00,0,0,0.007486,0,3.59,0,0,0,3.79,0.566469,0.000146,0,0,0
Jul 23 2015,277.34,0,0,0.007579,0,3.63,0,0,0,3.83,0.573298,0.000142,0,0,0
Jul 22 2015,275.66,0,0,0.007708,0,3.60,0,0,0,3.78,0.586897,0.000149,0,0,0
Jul 21 2015,278.88,0,0,0.007951,0,3.70,0,0,0,3.93,0.549014,0.000149,0,0,0
Jul 20 2015,273.50,0,0,0.008093,0,3.62,0,0,0,3.77,0.538906,0.000144,0,0,0
Jul 19 2015,274.77,0,0,0.008061,0,3.71,0,0,0,4.00,0.528092,0.000146,0,0,0
Jul 18 2015,279.33,0,0,0.008023,0,3.76,0,0,0,3.78,0.535249,0.000149,0,0,0
Jul 17 2015,278.09,0,0,0.008061,0,3.54,0,0,0,3.72,0.536343,0.000142,0,0,0
Jul 16 2015,286.04,0,0,0.008513,0,3.64,0,0,0,4.20,0.541435,0.000148,0,0,0
Jul 15 2015,288.05,0,0,0.008638,0,3.71,0,0,0,4.65,0.562987,0.000158,0,0,0
Jul 14 2015,292.03,0,0,0.008565,0,3.75,0,0,0,4.68,0.571649,0.000157,0,0,0
Jul 13 2015,310.83,0,0,0.008610,0,4.10,0,0,0,5.30,0.631493,0.000157,0,0,0
Jul 12 2015,293.14,0,0,0.008611,0,3.84,0,0,0,4.39,0.539135,0.000161,0,0,0
Jul 11 2015,284.88,0,0,0.008848,0,4.07,0,0,0,4.48,0.520567,0.000145,0,0,0
Jul 10 2015,269.16,0,0,0.008956,0,3.11,0,0,0,7.53,0.486300,0.000144,0,0,0
Jul 09 2015,270.83,0,0,0.009467,0,2.99,0,0,0,6.36,0.514289,0.000161,0,0,0
Jul 08 2015,265.98,0,0,0.009572,0,2.96,0,0,0,5.25,0.511410,0.000142,0,0,0
Jul 07 2015,269.96,0,0,0.009882,0,3.09,0,0,0,5.44,0.507229,0.000126,0,0,0
Jul 06 2015,271.11,0,0,0.010021,0,3.10,0,0,0,4.95,0.522178,0.000128,0,0,0
Jul 05 2015,260.81,0,0,0.010770,0,3.09,0,0,0,4.13,0.506999,0.000141,0,0,0
Jul 04 2015,256.49,0,0,0.011099,0,2.96,0,0,0,4.12,0.492272,0.000144,0,0,0
Jul 03 2015,255.46,0,0,0.011038,0,2.92,0,0,0,4.06,0.492674,0.000143,0,0,0
Jul 02 2015,258.55,0,0,0.011195,0,2.80,0,0,0,3.93,0.498977,0.000142,0,0,0
Jul 01 2015,263.35,0,0,0.011317,0,2.86,0,0,0,4.09,0.499344,0.000162,0,0,0
Jun 30 2015,257.04,0,0,0.011970,0,2.79,0,0,0,3.74,0.493517,0.000150,0,0,0
Jun 29 2015,248.72,0,0,0.011487,0,2.73,0,0,0,3.19,0.469706,0.000152,0,0,0
Jun 28 2015,250.96,0,0,0.011444,0,2.79,0,0,0,3.09,0.489918,0.000157,0,0,0
Jun 27 2015,243.55,0,0,0.011290,0,2.82,0,0,0,2.86,0.483322,0.000148,0,0,0
Jun 26 2015,242.60,0,0,0.011048,0,2.83,0,0,0,2.85,0.503591,0.000154,0,0,0
Jun 25 2015,240.37,0,0,0.010911,0,2.81,0,0,0,2.77,0.509393,0.000156,0,0,0
Jun 24 2015,244.28,0,0,0.010667,0,2.85,0,0,0,2.97,0.526948,0.000158,0,0,0
Jun 23 2015,246.93,0,0,0.010568,0,2.89,0,0,0,3.03,0.540583,0.000156,0,0,0
Jun 22 2015,243.97,0,0,0.010295,0,2.84,0,0,0,3.02,0.526186,0.000161,0,0,0
Jun 21 2015,245.10,0,0,0.011030,0,2.87,0,0,0,3.04,0.537554,0.000158,0,0,0
Jun 20 2015,244.53,0,0,0.011288,0,2.90,0,0,0,2.81,0.514188,0.000155,0,0,0
Jun 19 2015,249.04,0,0,0.010279,0,2.96,0,0,0,3.10,0.503972,0.000173,0,0,0
Jun 18 2015,249.43,0,0,0.009689,0,3.01,0,0,0,2.89,0.502986,0.000160,0,0,0
Jun 17 2015,250.82,0,0,0.009427,0,2.99,0,0,0,2.90,0.507717,0.000160,0,0,0
Jun 16 2015,236.76,0,0,0.008580,0,2.74,0,0,0,2.02,0.505134,0.000147,0,0,0
Jun 15 2015,233.42,0,0,0.008146,0,2.81,0,0,0,2.00,0.495178,0.000155,0,0,0
Jun 14 2015,232.44,0,0,0.008093,0,2.80,0,0,0,1.86,0.487891,0.000155,0,0,0
Jun 13 2015,229.92,0,0,0.007994,0,2.80,0,0,0,1.80,0.470766,0.000148,0,0,0
Jun 12 2015,229.71,0,0,0.008041,0,2.78,0,0,0,1.79,0.461866,0.000148,0,0,0
Jun 11 2015,228.85,0,0,0.007999,0,2.70,0,0,0,1.76,0.479596,0.000153,0,0,0
Jun 10 2015,229.00,0,0,0.007984,0,2.76,0,0,0,1.80,0.493943,0.000149,0,0,0
Jun 09 2015,228.54,0,0,0.008009,0,2.83,0,0,0,1.78,0.543491,0.000171,0,0,0
Jun 08 2015,222.88,0,0,0.007867,0,2.80,0,0,0,1.73,0.515774,0.000168,0,0,0
Jun 07 2015,225.60,0,0,0.007905,0,2.82,0,0,0,1.76,0.526472,0.000170,0,0,0
Jun 06 2015,225.00,0,0,0.007956,0,2.82,0,0,0,1.76,0.504834,0.000179,0,0,0
Jun 05 2015,224.15,0,0,0.007884,0,2.80,0,0,0,1.67,0.476499,0.000172,0,0,0
Jun 04 2015,225.77,0,0,0.008010,0,2.76,0,0,0,1.69,0.453636,0.000177,0,0,0
Jun 03 2015,225.74,0,0,0.008007,0,2.80,0,0,0,1.67,0.454506,0.000178,0,0,0
Jun 02 2015,222.89,0,0,0.007582,0,2.66,0,0,0,1.62,0.454769,0.000170,0,0,0
Jun 01 2015,230.23,0,0,0.008276,0,2.76,0,0,0,1.64,0.451224,0.000177,0,0,0
May 31 2015,233.13,0,0,0.008403,0,2.71,0,0,0,1.81,0.446073,0.000185,0,0,0
May 30 2015,237.09,0,0,0.009060,0,2.82,0,0,0,1.83,0.441193,0.000183,0,0,0
May 29 2015,237.38,0,0,0.007837,0,2.74,0,0,0,1.84,0.444393,0.000196,0,0,0
May 28 2015,237.26,0,0,0.006941,0,2.63,0,0,0,1.85,0.425935,0.000195,0,0,0
May 27 2015,237.06,0,0,0.006792,0,2.67,0,0,0,1.82,0.448145,0.000183,0,0,0
May 26 2015,237.10,0,0,0.006928,0,2.82,0,0,0,1.80,0.463670,0.000178,0,0,0
May 25 2015,240.93,0,0,0.006843,0,2.90,0,0,0,1.83,0.479449,0.000182,0,0,0
May 24 2015,238.98,0,0,0.006798,0,2.87,0,0,0,1.79,0.470752,0.000177,0,0,0
May 23 2015,240.29,0,0,0.006639,0,2.91,0,0,0,1.83,0.458930,0.000177,0,0,0
May 22 2015,235.32,0,0,0.006573,0,2.84,0,0,0,1.48,0.467157,0.000172,0,0,0
May 21 2015,234.02,0,0,0.006636,0,2.88,0,0,0,1.46,0.512711,0.000172,0,0,0
May 20 2015,231.89,0,0,0.006537,0,2.89,0,0,0,1.45,0.514940,0.000171,0,0,0
May 19 2015,233.04,0,0,0.005746,0,2.86,0,0,0,1.45,0.534982,0.000166,0,0,0
May 18 2015,236.89,0,0,0.006327,0,2.93,0,0,0,1.45,0.558933,0.000160,0,0,0
May 17 2015,236.01,0,0,0.006586,0,3.00,0,0,0,1.45,0.597889,0.000155,0,0,0
May 16 2015,237.64,0,0,0.006655,0,2.88,0,0,0,1.45,0.546561,0.000164,0,0,0
May 15 2015,236.96,0,0,0.006603,0,2.84,0,0,0,1.45,0.495878,0.000160,0,0,0
May 14 2015,236.21,0,0,0.006853,0,2.69,0,0,0,1.45,0.482900,0.000159,0,0,0
May 13 2015,241.40,0,0,0.007209,0,2.72,0,0,0,1.44,0.476743,0.000165,0,0,0
May 12 2015,242.15,0,0,0.007365,0,2.77,0,0,0,1.44,0.513022,0.000155,0,0,0
May 11 2015,240.30,0,0,0.007379,0,2.68,0,0,0,1.44,0.561128,0.000151,0,0,0
May 10 2015,241.73,0,0,0.007572,0,2.76,0,0,0,1.45,0.515070,0.000150,0,0,0
