Date,BTC,ETH,NEO,XRP,BCH,DASH,BCC,ETC,MIOTA,LTC,XMR,XEM,NMR,STRAT,WAVES
Sep 13 2016,608.02,11.89,0.374469,0.005899,0,12.31,0,1.32,0,3.83,10.26,0.005738,0,0.034792,0.171350
Sep 12 2016,607.00,11.64,0.376312,0.005844,0,11.16,0,1.34,0,3.87,10.66,0.005715,0,0.037712,0.160843
Sep 11 2016,623.42,12.21,0.390948,0.005866,0,11.42,0,1.42,0,3.97,12.26,0.005898,0,0.049149,0.162362
Sep 10 2016,622.93,11.66,0.558536,0.005872,0,11.20,0,1.40,0,3.97,12.33,0.006114,0,0.030536,0.166811
Sep 09 2016,626.35,11.41,0.181483,0.005901,0,11.68,0,1.42,0,3.98,12.71,0.005663,0,0.026056,0.162377
Sep 08 2016,614.63,11.55,0,0.005892,0,11.28,0,1.48,0,3.97,11.91,0.005700,0,0.027652,0.160030
Sep 07 2016,610.57,11.69,0,0.005915,0,10.94,0,1.47,0,3.99,12.44,0.005703,0,0.024582,0.166464
Sep 06 2016,606.51,11.73,0,0.005933,0,11.27,0,1.46,0,3.98,13.84,0.005725,0,0.022380,0.170327
Sep 05 2016,608.99,11.68,0,0.005948,0,11.36,0,1.46,0,4.02,13.57,0.005648,0,0.022131,0.165766
Sep 04 2016,598.59,11.75,0,0.005964,0,11.36,0,1.34,0,3.89,11.13,0.005728,0,0.023531,0.165345
Sep 03 2016,575.55,12.11,0,0.005967,0,11.37,0,1.40,0,3.83,10.19,0.005583,0,0.023228,0.171191
Sep 02 2016,572.41,11.96,0,0.005979,0,11.46,0,1.46,0,3.84,7.97,0.005587,0,0.022095,0.161111
Sep 01 2016,575.55,11.67,0,0.006013,0,11.89,0,1.19,0,3.80,8.52,0.005699,0,0.021289,0.163984
Aug 31 2016,577.59,11.24,0,0.006036,0,11.77,0,1.24,0,3.81,8.51,0.005868,0,0.020245,0.158486
Aug 30 2016,574.11,10.99,0,0.006120,0,11.65,0,1.26,0,3.77,8.49,0.005853,0,0.021179,0.159017
Aug 29 2016,574.07,10.92,0,0.005961,0,12.36,0,1.32,0,3.74,9.35,0.005927,0,0.021109,0.151853
Aug 28 2016,569.83,11.15,0,0.005974,0,12.59,0,1.35,0,3.74,5.30,0.005710,0,0.023380,0.162249
Aug 27 2016,579.45,11.29,0,0.006018,0,12.75,0,1.44,0,3.82,4.25,0.005858,0,0.022749,0.169531
Aug 26 2016,577.75,11.35,0,0.006083,0,12.29,0,1.37,0,3.80,4.13,0.005886,0,0.018488,0.167980
Aug 25 2016,580.18,11.03,0,0.006049,0,13.31,0,1.44,0,3.86,4.46,0.005758,0,0.020950,0.170334
Aug 24 2016,583.41,11.02,0,0.006015,0,13.49,0,1.61,0,3.93,4.66,0.005620,0,0.022228,0.176580
Aug 23 2016,586.77,11.14,0,0.006002,0,14.35,0,1.67,0,3.66,4.03,0.006185,0,0.021985,0.178452
Aug 22 2016,581.31,11.19,0,0.006055,0,13.41,0,1.73,0,3.62,2.53,0.006331,0,0.020654,0.174438
Aug 21 2016,581.94,11.25,0,0.006116,0,13.09,0,1.75,0,3.62,2.44,0.006495,0,0.020540,0.178998
Aug 20 2016,576.08,10.75,0,0.006126,0,13.75,0,1.78,0,3.61,2.30,0.006835,0,0.020733,0.178402
Aug 19 2016,574.34,10.75,0,0.006120,0,13.83,0,1.68,0,3.61,2.19,0.006415,0,0.024680,0.175314
Aug 18 2016,573.71,10.75,0,0.006100,0,12.45,0,1.74,0,3.60,2.24,0.006253,0,0.027360,0.177636
Aug 17 2016,577.76,11.13,0,0.006144,0,12.91,0,1.86,0,3.65,2.20,0.006214,0,0.028310,0.174594
Aug 16 2016,567.24,11.23,0,0.006045,0,13.23,0,1.87,0,3.59,2.18,0.006281,0,0.023893,0.173823
Aug 15 2016,570.49,11.20,0,0.005993,0,14.52,0,1.93,0,3.65,2.01,0.006490,0,0.024023,0.173431
Aug 14 2016,585.59,11.58,0,0.006092,0,12.82,0,1.87,0,3.72,1.98,0.006570,0,0.014405,0.177615
Aug 13 2016,587.36,11.77,0,0.006119,0,12.56,0,1.86,0,3.71,1.95,0.006756,0,0.011171,0.182932
Aug 12 2016,588.80,11.69,0,0.006188,0,11.09,0,1.84,0,3.74,1.98,0.005678,0,0.013826,0.180932
Aug 11 2016,592.12,12.14,0,0.006196,0,10.44,0,1.72,0,3.72,2.02,0.005550,0,0,0.189045
Aug 10 2016,587.65,12.23,0,0.006147,0,10.32,0,1.94,0,3.76,2.05,0.005440,0,0,0.173429
Aug 09 2016,591.04,11.27,0,0.006027,0,10.35,0,2.17,0,3.78,1.90,0.005006,0,0,0.177260
Aug 08 2016,592.74,10.91,0,0.006160,0,10.34,0,2.16,0,3.77,1.90,0.005004,0,0,0.160835
Aug 07 2016,587.77,10.86,0,0.006337,0,10.59,0,2.70,0,3.76,1.88,0.005326,0,0,0.172757
Aug 06 2016,575.03,10.92,0,0.006448,0,9.71,0,2.59,0,3.72,1.79,0.005283,0,0,0.164820
Aug 05 2016,578.28,11.02,0,0.005821,0,9.53,0,2.35,0,3.74,1.85,0.005298,0,0,0.156632
Aug 04 2016,566.33,10.31,0,0.005646,0,9.32,0,2.59,0,3.71,1.57,0.005151,0,0,0.144583
Aug 03 2016,548.66,8.88,0,0.005688,0,9.29,0,2.78,0,3.64,1.49,0.005039,0,0,0.127527
Aug 02 2016,606.40,10.95,0,0.005911,0,10.02,0,2.36,0,3.87,1.70,0.006278,0,0,0.164905
Aug 01 2016,624.60,11.89,0,0.005942,0,9.45,0,1.79,0,4.06,1.82,0.006659,0,0,0.172161
Jul 31 2016,655.10,12.44,0,0.006118,0,9.18,0,1.57,0,4.08,1.91,0.006739,0,0,0.185366
Jul 30 2016,657.01,12.80,0,0.006112,0,9.45,0,1.66,0,4.08,1.91,0.006589,0,0,0.191747
Jul 29 2016,655.11,12.84,0,0.005974,0,9.32,0,1.71,0,3.97,1.85,0.006627,0,0,0.176242
Jul 28 2016,654.49,12.98,0,0.005973,0,9.15,0,1.56,0,3.97,1.94,0.006627,0,0,0.182168
Jul 27 2016,651.63,12.05,0,0.005996,0,8.90,0,2.46,0,3.96,1.83,0.006569,0,0,0.173306
Jul 26 2016,654.23,13.82,0,0.006246,0,9.15,0,0.604737,0,4.04,1.85,0.006960,0,0,0.202035
Jul 25 2016,661.26,12.74,0,0.006293,0,9.24,0,0.931993,0,4.07,1.86,0.006860,0,0,0.202160
Jul 24 2016,655.41,14.30,0,0.006328,0,9.36,0,0.752345,0,4.06,1.90,0.007226,0,0,0.201416
Jul 23 2016,650.73,14.67,0,0.006303,0,9.27,0,0,0,4.04,1.83,0.006742,0,0,0.191232
Jul 22 2016,664.92,12.66,0,0.006417,0,8.95,0,0,0,4.13,1.73,0.006843,0,0,0.206324
Jul 21 2016,665.23,12.46,0,0.006390,0,8.43,0,0,0,4.13,1.77,0.007215,0,0,0.211095
Jul 20 2016,672.81,11.59,0,0.006404,0,8.53,0,0,0,4.15,1.90,0.006756,0,0,0.209238
Jul 19 2016,672.74,11.05,0,0.006479,0,8.22,0,0,0,4.15,1.95,0.007556,0,0,0.224835
Jul 18 2016,679.81,11.17,0,0.006538,0,8.15,0,0,0,4.20,1.99,0.007700,0,0,0.197136
Jul 17 2016,661.99,11.62,0,0.006571,0,8.25,0,0,0,4.14,1.98,0.007904,0,0,0.193859
Jul 16 2016,663.78,11.92,0,0.006442,0,8.09,0,0,0,4.15,2.00,0.008115,0,0,0.205082
Jul 15 2016,659.17,11.50,0,0.006388,0,7.73,0,0,0,4.15,2.01,0.008092,0,0,0.196625
Jul 14 2016,652.92,10.60,0,0.006408,0,7.86,0,0,0,4.14,1.94,0.008694,0,0,0.193206
Jul 13 2016,664.80,10.51,0,0.006350,0,7.86,0,0,0,4.16,1.98,0.009293,0,0,0.199736
Jul 12 2016,648.28,10.45,0,0.006534,0,7.97,0,0,0,4.09,1.98,0.008124,0,0,0.216897
Jul 11 2016,648.48,10.94,0,0.006671,0,7.44,0,0,0,4.12,1.91,0.008154,0,0,0.218048
Jul 10 2016,650.60,10.96,0,0.006672,0,7.35,0,0,0,4.12,1.96,0.008038,0,0,0.224557
Jul 09 2016,666.38,11.42,0,0.006717,0,7.47,0,0,0,4.24,1.99,0.008176,0,0,0.193691
Jul 08 2016,640.69,10.12,0,0.006609,0,6.98,0,0,0,4.12,1.90,0.007697,0,0,0.233187
Jul 07 2016,678.09,10.54,0,0.006689,0,6.98,0,0,0,4.50,1.94,0.009346,0,0,0.228292
Jul 06 2016,670.42,10.58,0,0.006716,0,6.94,0,0,0,4.46,1.73,0.009461,0,0,0.219950
Jul 05 2016,683.21,11.46,0,0.007029,0,7.09,0,0,0,4.56,1.71,0.010850,0,0,0.225309
Jul 04 2016,658.80,11.70,0,0.006621,0,7.02,0,0,0,4.27,1.70,0.010760,0,0,0.192834
Jul 03 2016,704.97,12.12,0,0.006714,0,7.19,0,0,0,4.66,1.75,0.010538,0,0,0.180746
Jul 02 2016,676.73,12.22,0,0.006788,0,7.23,0,0,0,4.28,1.66,0.010467,0,0,0.144975
Jul 01 2016,672.51,12.44,0,0.006651,0,7.13,0,0,0,4.19,1.59,0.012402,0,0,0.139274
Jun 30 2016,640.59,12.60,0,0.006778,0,6.99,0,0,0,4.08,1.54,0.010413,0,0,0.143232
Jun 29 2016,644.12,12.17,0,0.006775,0,6.92,0,0,0,4.10,1.49,0.012534,0,0,0.146568
Jun 28 2016,658.10,13.93,0,0.006407,0,7.06,0,0,0,4.14,1.48,0.011525,0,0,0.174100
Jun 27 2016,629.35,13.81,0,0.006402,0,6.78,0,0,0,4.05,1.48,0.006814,0,0,0.170007
Jun 26 2016,665.93,14.26,0,0.006409,0,6.86,0,0,0,4.24,1.56,0.007393,0,0,0.204783
Jun 25 2016,665.28,14.30,0,0.006427,0,7.11,0,0,0,4.27,1.58,0.007613,0,0,0.193498
Jun 24 2016,625.58,13.68,0,0.006380,0,7.24,0,0,0,3.85,1.56,0.005181,0,0,0.199983
Jun 23 2016,597.44,13.22,0,0.006519,0,7.38,0,0,0,3.92,1.49,0.004135,0,0,0.191379
Jun 22 2016,665.91,13.20,0,0.006179,0,7.75,0,0,0,4.83,1.61,0.004412,0,0,0.230252
Jun 21 2016,735.88,11.82,0,0.006630,0,8.27,0,0,0,5.27,1.83,0.005633,0,0,0.289209
Jun 20 2016,763.93,12.24,0,0.006818,0,7.99,0,0,0,5.63,1.86,0.004955,0,0,0.604243
Jun 19 2016,756.69,11.17,0,0.006585,0,8.16,0,0,0,5.56,2.03,0.003041,0,0,0.665885
Jun 18 2016,748.76,15.38,0,0.006693,0,8.36,0,0,0,5.60,1.77,0.002573,0,0,0.898507
Jun 17 2016,768.49,20.65,0,0.006681,0,8.66,0,0,0,5.67,1.57,0.002697,0,0,0.930645
Jun 16 2016,696.52,18.36,0,0.006889,0,8.16,0,0,0,5.25,1.47,0.002436,0,0,0.956326
Jun 15 2016,685.68,18.91,0,0.007093,0,8.20,0,0,0,5.22,1.37,0.002376,0,0,0.911755
Jun 14 2016,704.50,17.61,0,0.005828,0,7.71,0,0,0,5.31,1.28,0.002219,0,0,1.32
Jun 13 2016,671.65,15.77,0,0.005852,0,7.65,0,0,0,5.41,1.25,0.002093,0,0,1.22
Jun 12 2016,609.68,14.19,0,0.005766,0,7.93,0,0,0,5.07,1.14,0.001978,0,0,1.37
Jun 11 2016,578.67,13.91,0,0.005737,0,7.83,0,0,0,4.88,1.14,0.001888,0,0,1.56
Jun 10 2016,575.84,14.38,0,0.005785,0,7.79,0,0,0,4.75,1.11,0.001858,0,0,1.41
Jun 09 2016,582.20,14.43,0,0.005769,0,7.88,0,0,0,4.78,0.994472,0.001967,0,0,1.02
Jun 08 2016,577.17,14.51,0,0.005780,0,7.93,0,0,0,4.77,1.01,0.002047,0,0,0.836892
Jun 07 2016,585.45,13.95,0,0.005764,0,7.77,0,0,0,4.95,1.00,0.002023,0,0,0.768551
Jun 06 2016,574.60,14.00,0,0.005795,0,7.59,0,0,0,4.81,1.01,0.002003,0,0,0.712541
Jun 05 2016,573.31,13.76,0,0.005779,0,8.04,0,0,0,4.80,0.973615,0.002020,0,0,0.587588
Jun 04 2016,569.71,13.86,0,0.005829,0,8.06,0,0,0,4.86,0.940914,0.002002,0,0,1.09
Jun 03 2016,537.68,13.74,0,0.005766,0,8.12,0,0,0,4.72,0.926588,0.001970,0,0,1.29
Jun 02 2016,536.51,13.99,0,0.005809,0,8.23,0,0,0,4.74,0.913437,0.002031,0,0,1.33
Jun 01 2016,531.11,14.11,0,0.005701,0,8.18,0,0,0,4.65,0.934166,0.001878,0,0,0
May 31 2016,534.19,12.74,0,0.005746,0,8.19,0,0,0,4.69,0.909725,0.001674,0,0,0
May 30 2016,528.47,12.33,0,0.005664,0,8.19,0,0,0,4.63,0.880528,0.001632,0,0,0
May 29 2016,527.48,12.11,0,0.005682,0,7.85,0,0,0,4.69,0.928311,0.001612,0,0,0
May 28 2016,473.03,11.33,0,0.005676,0,7.47,0,0,0,4.51,0.861864,0.001560,0,0,0
May 27 2016,453.52,12.39,0,0.005670,0,7.42,0,0,0,4.09,0.860189,0.001435,0,0,0
May 26 2016,449.67,12.52,0,0.005757,0,7.62,0,0,0,4.05,0.865867,0.001639,0,0,0
May 25 2016,446.06,12.79,0,0.005962,0,7.75,0,0,0,3.95,0.899239,0.001644,0,0,0
May 24 2016,444.29,13.31,0,0.005911,0,8.09,0,0,0,3.96,0.914471,0.001661,0,0,0
May 23 2016,439.35,14.28,0,0.005935,0,8.06,0,0,0,3.92,0.938519,0.001695,0,0,0
May 22 2016,443.22,14.04,0,0.005989,0,8.27,0,0,0,3.96,0.975337,0.001620,0,0,0
May 21 2016,442.97,13.69,0,0.006090,0,7.95,0,0,0,3.88,0.940434,0.001689,0,0,0
May 20 2016,437.79,14.85,0,0.006028,0,7.67,0,0,0,3.82,0.858781,0.001547,0,0,0
May 19 2016,454.52,13.54,0,0.006025,0,7.39,0,0,0,4.00,0.840467,0.001444,0,0,0
May 18 2016,453.69,12.18,0,0.006022,0,7.40,0,0,0,3.98,0.813099,0.001465,0,0,0
May 17 2016,454.01,11.19,0,0.006022,0,7.27,0,0,0,4.00,0.818318,0.001491,0,0,0
May 16 2016,457.59,9.97,0,0.006061,0,7.02,0,0,0,4.06,0.826412,0.001470,0,0,0
May 15 2016,455.76,10.24,0,0.006072,0,6.95,0,0,0,4.01,0.838644,0.001435,0,0,0
May 14 2016,455.82,10.51,0,0.006111,0,6.95,0,0,0,3.93,0.847938,0.001517,0,0,0
May 13 2016,454.85,10.06,0,0.006167,0,6.80,0,0,0,3.86,0.875739,0.001556,0,0,0
May 12 2016,452.45,10.00,0,0.006188,0,6.76,0,0,0,3.88,0.859854,0.001534,0,0,0
May 11 2016,450.86,9.43,0,0.006272,0,6.82,0,0,0,3.82,0.828834,0.001506,0,0,0
May 10 2016,460.52,9.28,0,0.006399,0,6.59,0,0,0,4.06,0.825951,0.001475,0,0,0
May 09 2016,458.21,9.49,0,0.006402,0,6.68,0,0,0,3.94,0.848722,0.001506,0,0,0
May 08 2016,458.43,9.37,0,0.006490,0,6.58,0,0,0,3.94,0.880503,0.001555,0,0,0
May 07 2016,459.64,9.32,0,0.006395,0,6.75,0,0,0,3.82,0.877036,0.001635,0,0,0
May 06 2016,447.94,9.81,0,0.006198,0,6.82,0,0,0,3.72,0.906994,0.001535,0,0,0
May 05 2016,446.71,9.40,0,0.006323,0,6.84,0,0,0,3.74,0.916448,0.001535,0,0,0
May 04 2016,450.18,9.38,0,0.006558,0,6.79,0,0,0,3.74,0.917480,0.001578,0,0,0
May 03 2016,444.73,10.17,0,0.006716,0,6.80,0,0,0,3.68,0.963722,0.001574,0,0,0
May 02 2016,451.93,8.89,0,0.006791,0,6.79,0,0,0,3.71,0.911209,0.001606,0,0,0
May 01 2016,448.48,8.78,0,0.006812,0,6.82,0,0,0,3.66,0.916798,0.001601,0,0,0
Apr 30 2016,455.18,7.45,0,0.006761,0,6.62,0,0,0,3.81,0.883464,0.001606,0,0,0
Apr 29 2016,449.41,7.21,0,0.006689,0,6.46,0,0,0,3.79,0.904687,0.001599,0,0,0
Apr 28 2016,445.04,7.74,0,0.006720,0,6.33,0,0,0,3.88,0.943459,0.001640,0,0,0
Apr 27 2016,466.26,7.39,0,0.007094,0,6.10,0,0,0,4.05,0.894009,0.001532,0,0,0
Apr 26 2016,461.65,7.53,0,0.007279,0,6.21,0,0,0,3.80,0.962278,0.001516,0,0,0
Apr 25 2016,459.12,8.01,0,0.007250,0,6.43,0,0,0,3.62,1.02,0.001535,0,0,0
Apr 24 2016,450.56,8.29,0,0.007344,0,6.50,0,0,0,3.35,1.03,0.001600,0,0,0
Apr 23 2016,445.86,7.79,0,0.007282,0,6.28,0,0,0,3.32,0.977764,0.001583,0,0,0
Apr 22 2016,449.69,8.15,0,0.007439,0,6.22,0,0,0,3.35,0.968430,0.001580,0,0,0
Apr 21 2016,441.42,8.45,0,0.007265,0,6.35,0,0,0,3.28,1.06,0.001647,0,0,0
Apr 20 2016,435.32,8.69,0,0.007117,0,6.40,0,0,0,3.29,1.11,0.001619,0,0,0
Apr 19 2016,428.70,9.08,0,0.006987,0,6.24,0,0,0,3.25,1.11,0.001560,0,0,0
Apr 18 2016,427.61,9.33,0,0.006503,0,6.36,0,0,0,3.26,1.04,0.001485,0,0,0
Apr 17 2016,430.64,8.62,0,0.006499,0,6.31,0,0,0,3.28,0.978342,0.001423,0,0,0
Apr 16 2016,429.57,8.24,0,0.006421,0,6.02,0,0,0,3.28,0.990496,0.001443,0,0,0
Apr 15 2016,424.43,8.39,0,0.006303,0,6.42,0,0,0,3.24,1.01,0.001579,0,0,0
Apr 14 2016,423.94,8.08,0,0.005697,0,6.51,0,0,0,3.25,1.03,0.001365,0,0,0
Apr 13 2016,425.63,7.44,0,0.005884,0,6.50,0,0,0,3.26,0.944542,0.001390,0,0,0
Apr 12 2016,422.84,8.64,0,0.006048,0,6.36,0,0,0,3.24,1.02,0.001458,0,0,0
Apr 11 2016,421.87,8.94,0,0.005937,0,6.51,0,0,0,3.23,1.12,0.001400,0,0,0
Apr 10 2016,419.59,9.15,0,0.006289,0,6.68,0,0,0,3.22,1.14,0.001412,0,0,0
Apr 09 2016,420.81,9.69,0,0.006674,0,6.98,0,0,0,3.22,1.26,0.001419,0,0,0
Apr 08 2016,422.91,10.08,0,0.006875,0,6.88,0,0,0,3.24,1.51,0.001345,0,0,0
Apr 07 2016,423.62,10.70,0,0.007308,0,7.02,0,0,0,3.26,1.51,0.001361,0,0,0
Apr 06 2016,424.28,10.45,0,0.007467,0,7.06,0,0,0,3.26,1.52,0.001373,0,0,0
Apr 05 2016,421.02,11.21,0,0.007488,0,6.97,0,0,0,3.25,1.58,0.001371,0,0,0
Apr 04 2016,421.30,11.62,0,0.007502,0,7.00,0,0,0,3.26,1.55,0.001364,0,0,0
Apr 03 2016,421.17,11.63,0,0.007504,0,7.05,0,0,0,3.26,1.53,0.001443,0,0,0
Apr 02 2016,418.42,11.63,0,0.007418,0,7.12,0,0,0,3.25,1.46,0.001462,0,0,0
Apr 01 2016,416.76,11.40,0,0.007391,0,6.90,0,0,0,3.25,1.41,0.001495,0,0,0
Mar 31 2016,415.26,11.92,0,0.007332,0,6.78,0,0,0,3.23,1.44,0.001478,0,0,0
Mar 30 2016,416.83,11.61,0,0.007568,0,7.09,0,0,0,3.23,1.48,0.001534,0,0,0
Mar 29 2016,424.30,11.75,0,0.007573,0,7.06,0,0,0,3.26,1.49,0.001552,0,0,0
Mar 28 2016,426.55,10.43,0,0.008025,0,7.05,0,0,0,3.30,1.53,0.001454,0,0,0
Mar 27 2016,418.14,10.99,0,0.008062,0,7.21,0,0,0,3.23,1.69,0.001484,0,0,0
Mar 26 2016,417.37,10.77,0,0.008190,0,7.44,0,0,0,3.23,1.60,0.001247,0,0,0
Mar 25 2016,416.51,11.26,0,0.008234,0,6.66,0,0,0,3.23,1.69,0.001259,0,0,0
Mar 24 2016,418.42,12.44,0,0.008335,0,6.67,0,0,0,3.25,1.45,0.001304,0,0,0
Mar 23 2016,418.16,11.33,0,0.008109,0,6.10,0,0,0,3.23,1.35,0.001259,0,0,0
Mar 22 2016,413.13,11.88,0,0.008028,0,5.97,0,0,0,3.20,1.48,0.001257,0,0,0
Mar 21 2016,413.42,10.30,0,0.007956,0,6.12,0,0,0,3.21,1.52,0.001238,0,0,0
Mar 20 2016,410.40,10.52,0,0.008015,0,5.77,0,0,0,3.18,1.20,0.001300,0,0,0
Mar 19 2016,409.26,11.20,0,0.008124,0,5.94,0,0,0,3.17,1.15,0.001182,0,0,0
Mar 18 2016,420.55,11.11,0,0.008284,0,5.98,0,0,0,3.31,1.31,0.001285,0,0,0
Mar 17 2016,417.89,12.56,0,0.008183,0,6.33,0,0,0,3.31,1.15,0.001174,0,0,0
Mar 16 2016,416.89,13.02,0,0.008185,0,5.86,0,0,0,3.31,1.14,0.001246,0,0,0
Mar 15 2016,416.39,13.00,0,0.008478,0,5.53,0,0,0,3.30,1.12,0.001255,0,0,0
Mar 14 2016,414.20,14.51,0,0.008624,0,5.68,0,0,0,3.31,1.24,0.001339,0,0,0
Mar 13 2016,411.65,13.51,0,0.008698,0,5.35,0,0,0,3.29,1.15,0.001350,0,0,0
Mar 12 2016,421.61,11.13,0,0.008801,0,5.19,0,0,0,3.39,1.10,0.001341,0,0,0
Mar 11 2016,417.24,11.22,0,0.008183,0,4.93,0,0,0,3.29,1.10,0.001377,0,0,0
Mar 10 2016,414.74,11.88,0,0.008051,0,4.57,0,0,0,3.28,1.25,0.001330,0,0,0
Mar 09 2016,413.89,9.79,0,0.007951,0,4.62,0,0,0,3.25,1.19,0.001650,0,0,0
Mar 08 2016,414.46,9.58,0,0.007911,0,4.29,0,0,0,3.27,1.08,0.001618,0,0,0
Mar 07 2016,407.76,11.43,0,0.007835,0,4.58,0,0,0,3.22,1.21,0.001048,0,0,0
Mar 06 2016,400.52,11.20,0,0.007857,0,4.92,0,0,0,3.19,1.20,0.000709,0,0,0
Mar 05 2016,410.78,10.37,0,0.008117,0,4.62,0,0,0,3.25,1.10,0.000627,0,0,0
Mar 04 2016,421.84,9.24,0,0.008036,0,4.63,0,0,0,3.32,1.09,0.000606,0,0,0
Mar 03 2016,423.91,8.44,0,0.008028,0,3.88,0,0,0,3.36,0.823845,0.000644,0,0,0
Mar 02 2016,435.13,7.63,0,0.008005,0,3.90,0,0,0,3.43,0.846396,0.000628,0,0,0
Mar 01 2016,437.92,6.32,0,0.007923,0,3.92,0,0,0,3.45,0.870027,0.000635,0,0,0
Feb 29 2016,433.44,6.46,0,0.007895,0,4.00,0,0,0,3.44,0.870271,0.000654,0,0,0
Feb 28 2016,432.57,6.41,0,0.007977,0,4.08,0,0,0,3.41,0.828838,0.000643,0,0,0
Feb 27 2016,432.84,5.96,0,0.008063,0,3.98,0,0,0,3.43,0.820387,0.000647,0,0,0
Feb 26 2016,424.63,6.04,0,0.008025,0,3.93,0,0,0,3.37,0.806193,0.000632,0,0,0
Feb 25 2016,425.04,6.19,0,0.008063,0,4.02,0,0,0,3.39,0.806463,0.000648,0,0,0
Feb 24 2016,420.96,5.60,0,0.007971,0,3.80,0,0,0,3.40,0.757318,0.000648,0,0,0
Feb 23 2016,438.25,5.68,0,0.008055,0,4.11,0,0,0,3.49,0.780228,0.000671,0,0,0
Feb 22 2016,438.99,4.66,0,0.008100,0,4.00,0,0,0,3.47,0.779640,0.000662,0,0,0
Feb 21 2016,437.77,4.36,0,0.008246,0,3.63,0,0,0,3.46,0.822279,0.000597,0,0,0
Feb 20 2016,421.60,4.68,0,0.008253,0,3.51,0,0,0,3.27,0.828511,0.000565,0,0,0
Feb 19 2016,422.73,4.38,0,0.007994,0,3.54,0,0,0,3.26,0.774915,0.000560,0,0,0
Feb 18 2016,416.57,3.77,0,0.008135,0,3.69,0,0,0,3.25,0.732115,0.000466,0,0,0
Feb 17 2016,407.66,4.29,0,0.008456,0,3.47,0,0,0,3.23,0.952018,0.000521,0,0,0
Feb 16 2016,401.43,5.33,0,0.008631,0,3.78,0,0,0,3.20,0.791869,0.000578,0,0,0
Feb 15 2016,407.57,5.33,0,0.008593,0,3.80,0,0,0,3.23,0.826702,0.000595,0,0,0
Feb 14 2016,392.93,5.40,0,0.008263,0,3.80,0,0,0,3.15,0.805152,0.000567,0,0,0
Feb 13 2016,384.64,5.69,0,0.007961,0,3.79,0,0,0,3.12,0.605330,0.000606,0,0,0
Feb 12 2016,379.69,5.95,0,0.007822,0,3.26,0,0,0,3.09,0.517753,0.000516,0,0,0
Feb 11 2016,382.11,4.50,0,0.007857,0,3.78,0,0,0,3.11,0.479195,0.000535,0,0,0
Feb 10 2016,376.15,4.00,0,0.007827,0,3.97,0,0,0,3.09,0.464797,0.000547,0,0,0
Feb 09 2016,373.42,3.17,0,0.007999,0,4.16,0,0,0,3.08,0.481638,0.000590,0,0,0
Feb 08 2016,376.76,2.97,0,0.008375,0,4.18,0,0,0,3.09,0.478246,0.000606,0,0,0
Feb 07 2016,376.51,2.54,0,0.007924,0,4.21,0,0,0,3.11,0.484194,0.000634,0,0,0
Feb 06 2016,386.59,2.53,0,0.007273,0,4.32,0,0,0,3.15,0.493660,0.000631,0,0,0
Feb 05 2016,388.90,2.57,0,0.006965,0,4.29,0,0,0,3.17,0.506717,0.000601,0,0,0
Feb 04 2016,370.17,2.53,0,0.006882,0,4.18,0,0,0,3.06,0.494891,0.000629,0,0,0
Feb 03 2016,374.65,2.43,0,0.006771,0,4.10,0,0,0,3.09,0.501236,0.000581,0,0,0
Feb 02 2016,372.92,2.22,0,0.006545,0,4.14,0,0,0,3.09,0.503276,0.000507,0,0,0
Feb 01 2016,369.35,2.32,0,0.006398,0,4.11,0,0,0,3.07,0.486532,0.000494,0,0,0
Jan 31 2016,378.29,2.44,0,0.006631,0,4.29,0,0,0,3.10,0.511871,0.000458,0,0,0
Jan 30 2016,378.87,2.51,0,0.006824,0,4.39,0,0,0,3.12,0.516054,0.000428,0,0,0
Jan 29 2016,380.11,2.54,0,0.006228,0,4.25,0,0,0,3.14,0.564969,0.000396,0,0,0
Jan 28 2016,395.15,2.41,0,0.006507,0,4.19,0,0,0,3.29,0.610622,0.000422,0,0,0
Jan 27 2016,392.44,2.25,0,0.005408,0,4.49,0,0,0,3.16,0.584655,0.000417,0,0,0
Jan 26 2016,392.00,2.53,0,0.005138,0,3.98,0,0,0,3.13,0.582868,0.000379,0,0,0
Jan 25 2016,402.32,2.15,0,0.005218,0,4.41,0,0,0,3.19,0.626776,0.000413,0,0,0
Jan 24 2016,388.10,1.90,0,0.005121,0,4.51,0,0,0,3.11,0.616407,0.000466,0,0,0
Jan 23 2016,382.43,1.50,0,0.005109,0,5.05,0,0,0,3.08,0.536673,0.000453,0,0,0
Jan 22 2016,409.75,1.55,0,0.005314,0,5.22,0,0,0,3.23,0.551754,0.000470,0,0,0
Jan 21 2016,419.63,1.53,0,0.005370,0,4.76,0,0,0,3.38,0.531672,0.000582,0,0,0
Jan 20 2016,379.74,1.36,0,0.005271,0,3.86,0,0,0,3.01,0.543377,0.000461,0,0,0
Jan 19 2016,387.03,1.42,0,0.005330,0,4.40,0,0,0,3.05,0.505234,0.000352,0,0,0
Jan 18 2016,381.73,1.33,0,0.005270,0,4.94,0,0,0,3.02,0.447013,0.000284,0,0,0
Jan 17 2016,387.15,1.22,0,0.005110,0,3.88,0,0,0,3.09,0.499139,0.000278,0,0,0
Jan 16 2016,365.07,1.22,0,0.005221,0,3.34,0,0,0,2.97,0.426969,0.000255,0,0,0
Jan 15 2016,430.25,1.18,0,0.005528,0,3.36,0,0,0,3.46,0.485673,0.000285,0,0,0
